,X.3,X.2,X.1,X,name,address,city,state,zip,Zip.Plus,Contact.First.Name,Contact.Last.Name,contact,Phone,Business.Description,Primary.NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business.Type,County,Employee,Annual.Sales,URL,Year.Established,address_new,url,latitude,longitude,url_status,url_checked
237,237,237,237,285,Greystone RV Park,1166 Pilot Knob Park Rd,Pinnacle,NC,27043,9051,Charity B,Shelton,CEO,3363685588,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Surry,2,171000,greystonervpark.com,2014,1166 Pilot Knob Park Rd Pinnacle NC 27043,https://www.greystonervpark.com,36.3405767,-80.44982491,Accessible,https://www.greystonervpark.com
238,238,238,238,286,Harbor Point RV Community,100 W Ocracoke Rd,Sneads Ferry,NC,28460,9172,Susan,Coe,Manager,9103272700,Recreational Vehicle Parks,721211,721214,721211,713940,712190,Private,Onslow,2,177000,thousandtrails.com,2013,100 W Ocracoke Rd Sneads Ferry NC 28460,https://www.thousandtrails.com,34.49616828,-77.45872103,Accessible,https://www.thousandtrails.com
239,239,239,239,287,Hidden Haven RV Park,3241 US Highway 70 E # 101,Smithfield,NC,27577,8746,NA,NA,NA,9199653131,Recreational Vehicle Parks,721211,721211,NA,NA,NA,Private,Johnston,3,214000,hiddenhavenrvpark.com,2023,3241 US Highway 70 E # 101 Smithfield NC 27577,https://www.hiddenhavenrvpark.com,35.48594783,-78.25764816,Accessible,https://www.hiddenhavenrvpark.com
240,240,240,240,288,Hornets Nest Region Aaca,9307 Old Monroe Rd # H,Charlotte,NC,28270,NA,NA,NA,NA,7048411990,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Mecklenburg,2,213000,charlotte-autofair.com,2008,9307 Old Monroe Rd # H Charlotte NC 28270,https://www.charlotte-autofair.com,35.14455216,-80.74202409,Accessible,https://www.charlotte-autofair.com
241,241,241,241,289,Icenhour William,4528 Plateau Rd,Vale,NC,28168,9742,NA,NA,NA,7040001111,Recreational Vehicle Parks,721211,999990,NA,NA,NA,Private,Catawba,5,343000,NA,2016,4528 Plateau Rd Vale NC 28168,,35.59129277,-81.36639392,Not Accessible,
242,242,242,242,290,Lake James Camping Resort,5786 Benfields Landing Rd,Nebo,NC,28761,9687,Chris,Daly,Owner,8285840190,Recreational Vehicle Parks,721211,721214,721211,NA,NA,Private,Burke,1,138000,lakejamescampingresortandmarina.com,2002,5786 Benfields Landing Rd Nebo NC 28761,https://www.lakejamescampingresortandmarina.com,35.73447393,-81.86375504,Accessible,https://www.lakejamescampingresortandmarina.com
243,243,243,243,291,Lakeside Retreats @ Walnut Hl,4521 Mial Plantation Rd,Raleigh,NC,27610,8509,NA,NA,NA,9193735521,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Wake,2,NA,lakesideretreats.land,2020,4521 Mial Plantation Rd Raleigh NC 27610,https://www.lakesideretreats.land,35.73265212,-78.45055698,Accessible,https://www.lakesideretreats.land
244,244,244,244,292,Leemaryclary,615 Poplar Dr,Shelby,NC,28152,7619,NA,NA,NA,7040001111,Recreational Vehicle Parks,721211,999990,NA,NA,NA,Private,Cleveland,5,479000,NA,2015,615 Poplar Dr Shelby NC 28152,,35.24368116,-81.53354992,Not Accessible,
245,245,245,245,293,Mountain Falls Luxury,20 Resorts Blvd,Lake Toxaway,NC,28747,9690,Barbara,Oldenburger,Manager,8289669350,Recreational Vehicle Parks,721211,721199,NA,NA,NA,Private,Transylvania,11,1852000,mtn-falls.com,2000,20 Resorts Blvd Lake Toxaway NC 28747,https://www.mtn-falls.com,35.11917455,-82.93673601,Accessible,https://www.mtn-falls.com
246,246,246,246,294,OBX Campground,126 Marshy Ridge Rd,Kill Devil Hills,NC,27948,8092,NA,NA,NA,2525644741,Recreational Vehicle Parks,721211,721211,NA,NA,NA,Private,Dare,2,440000,NA,2013,126 Marshy Ridge Rd Kill Devil Hills NC 27948,,36.01205726,-75.69228568,Not Accessible,
247,247,247,247,295,Pinelake RV Resort,33980 Hillcreek Rd,Wagram,NC,28396,9024,NA,NA,NA,9102813319,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Scotland,1,144000,NA,2012,33980 Hillcreek Rd Wagram NC 28396,,34.99076418,-79.44254571,Not Accessible,
248,248,248,248,296,Pratt Sharon R,135 Virgin Rd,Newport,NC,28570,6803,NA,NA,NA,2520001111,Recreational Vehicle Parks,721211,999990,NA,NA,NA,Private,Carteret,2,1164000,NA,2018,135 Virgin Rd Newport NC 28570,,34.80728142,-76.94062277,Not Accessible,
249,249,249,249,297,Raleigh Oaks RV Resrt-Cottages,527 US Highway 701 S,Four Oaks,NC,27524,8768,NA,NA,NA,9199343181,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Johnston,2,214000,raleighoaksrvresort.com,2019,527 US Highway 701 S Four Oaks NC 27524,https://www.raleighoaksrvresort.com,35.45039774,-78.38838045,Accessible,https://www.raleighoaksrvresort.com
250,250,250,250,298,Red Gates Cottages & RV Park,148 Red Gates Ln,Hendersonville,NC,28792,8020,Charles,Medd,Partner,8286858787,Recreational Vehicle Parks,721211,721211,NA,NA,NA,Private,Henderson,3,684000,redgatesrv.com,2013,148 Red Gates Ln Hendersonville NC 28792,https://www.redgatesrv.com,35.34100166,-82.40024076,Accessible,https://www.redgatesrv.com
251,251,251,251,299,Ridgeview MHP LLC,722 Old US 70 Hwy,Swannanoa,NC,28778,3313,Brian,Merklin,Owner,8286860814,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Buncombe,2,593000,ridgeviewmhc.com,2009,722 Old US 70 Hwy Swannanoa NC 28778,https://www.ridgeviewmhc.com,35.60668072,-82.37874286,Accessible,https://www.ridgeviewmhc.com
252,252,252,252,300,Rivers Edge Mountain RV Resort,1750 Hilltop Rd,Murphy,NC,28906,9352,Gary,Nickols,Owner,8283614517,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Cherokee,2,83000,riversedgemountainrvresort.com,2008,1750 Hilltop Rd Murphy NC 28906,https://www.riversedgemountainrvresort.com,35.03788865,-84.11768974,Not Accessible,
253,253,253,253,301,Safford RV Resort LLC,6208 Wescott Dr,Summerfield,NC,27358,9072,David James,Donnalley,Other,3360001111,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Guilford,2,258000,NA,2014,6208 Wescott Dr Summerfield NC 27358,,36.17067586,-79.93742353,Not Accessible,
254,254,254,254,302,Scenic RV Park,45 Scenic Dr,Asheville,NC,28805,8802,Autumn,Freeman,Manager,8282983822,Recreational Vehicle Parks,721211,455219,531190,623311,NA,Private,Buncombe,2,193000,NA,2005,45 Scenic Dr Asheville NC 28805,,35.58713024,-82.46892709,Not Accessible,
255,255,255,255,303,Scott Gary,104 Margo Ln,Statesville,NC,28677,9808,NA,NA,NA,7040001111,Recreational Vehicle Parks,721211,999990,NA,NA,NA,Private,Iredell,5,560000,NA,2019,104 Margo Ln Statesville NC 28677,,35.74581101,-80.87107852,Not Accessible,
256,256,256,256,304,Sea Breeze RV Park,1801 Wild Cherry Dr SW,Supply,NC,28462,2867,NA,NA,NA,9108422733,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Brunswick,2,188000,seabreezenc.com,2022,1801 Wild Cherry Dr SW Supply NC 28462,https://www.seabreezenc.com,33.93995344,-78.29778226,Accessible,https://www.seabreezenc.com
257,257,257,257,305,Topsail Sound Campground,734 Morris Landing Rd,Holly Ridge,NC,28445,7906,Chris,Johnston,Owner,9103290500,Recreational Vehicle Parks,721211,721214,721211,712190,NA,Private,Onslow,6,530000,thousandtrails.com,2005,734 Morris Landing Rd Holly Ridge NC 28445,https://www.thousandtrails.com,34.47228382,-77.51111118,Accessible,https://www.thousandtrails.com
258,258,258,258,306,Trails End RV Park,219 Shelton Cove Rd,Waynesville,NC,28785,8326,Joey,Crider,Owner,8284215295,Recreational Vehicle Parks,721211,488210,721211,NA,NA,Private,Haywood,1,128000,NA,2000,219 Shelton Cove Rd Waynesville NC 28785,,35.55789548,-83.03768152,Not Accessible,
259,259,259,259,307,Triangle RV Park,5909 Wilkins Dr,Durham,NC,27705,8708,Jay,Murray,Owner,9842197751,Recreational Vehicle Parks,721211,721211,NA,NA,NA,Private,Orange,2,226000,NA,2004,5909 Wilkins Dr Durham NC 27705,,35.98670416,-78.99943846,Not Accessible,
260,260,260,260,308,Triple Creek Partnership LLC,87 Horton Rd,Murphy,NC,28906,9688,Noland W,Smith,Owner,8280001111,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Cherokee,2,NA,jandjsgetaway.com,2015,87 Horton Rd Murphy NC 28906,https://www.jandjsgetaway.com,35.20050234,-84.08487793,Accessible,https://www.jandjsgetaway.com
261,261,261,261,310,Ver-El RV Park & Campground,5650 Sandusky Blvd,Concord,NC,28027,8585,NA,NA,NA,7047690248,Recreational Vehicle Parks,721211,721211,NA,NA,NA,Private,Cabarrus,3,220000,verelrvpark.com,1953,5650 Sandusky Blvd Concord NC 28027,https://www.verelrvpark.com,35.35216965,-80.68922956,Accessible,https://www.verelrvpark.com
262,262,262,262,311,Waldo's Beach Recreation Area,6742 Waldos Beach Rd,Fayetteville,NC,28306,7283,Roy L,Dean,Owner,9104238701,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Cumberland,7,741000,waldosbeach.com,2012,6742 Waldos Beach Rd Fayetteville NC 28306,https://www.waldosbeach.com,34.95752428,-79.02140417,Not Accessible,
263,263,263,263,312,Waters Edge RV Park,1463 Highway 24,Newport,NC,28570,8131,Tom,Singleton,Owner,2522470494,Recreational Vehicle Parks,721211,721211,NA,NA,NA,Private,Carteret,4,931000,NA,1997,1463 Highway 24 Newport NC 28570,,34.73419122,-76.87321135,Not Accessible,
264,264,264,264,313,Wentz Deborah,6514 Pondview Ln,Durham,NC,27712,3441,Deborah,Wentz,Owner,9194777236,Recreational Vehicle Parks,721211,561990,999990,NA,NA,Private,Durham,2,247000,NA,2011,6514 Pondview Ln Durham NC 27712,,36.11710686,-78.90507025,Not Accessible,
265,265,265,265,314,Wildflowers RV Resort,24 Empire Ln,Flat Rock,NC,28731,5648,John,Eckhardt,Manager,8286969444,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Henderson,4,912000,NA,2013,24 Empire Ln Flat Rock NC 28731,,35.30166864,-82.39472693,Not Accessible,
266,266,266,266,315,Willetts RV Park,3607 Old Ocean Hwy,Bolivia,NC,28422,9015,NA,NA,NA,9102535294,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Brunswick,2,188000,NA,2020,3607 Old Ocean Hwy Bolivia NC 28422,,34.05934707,-78.15536196,Not Accessible,
267,267,267,267,316,Wilson's Riverfront RV Park,225 Amboy Rd,Asheville,NC,28806,4331,Tony,Wilson,Owner,8282544676,Recreational Vehicle Parks,721211,811111,811114,NA,NA,Private,Buncombe,2,593000,wilsonsrvpark.com,1955,225 Amboy Rd Asheville NC 28806,https://www.wilsonsrvpark.com,35.56640648,-82.57834119,Accessible,https://www.wilsonsrvpark.com
268,268,268,268,42,Carols Campground,NA,Salisbury,NC,28146,NA,NA,NA,NA,7042396080,Campgrounds,721211,NA,NA,NA,NA,Private,Rowan,2,185000,NA,2012,NA Salisbury NC 28146,,35.6709727,-80.4742261,Not Accessible,
269,269,269,269,49,Cherokee Campground & Craig,91 Cherokee Campground Rd,Cherokee,NC,28719,1760,Lea A,Craig,Owner,8284979838,Campgrounds,721211,NA,NA,NA,NA,Private,Swain,2,295000,NA,2011,91 Cherokee Campground Rd Cherokee NC 28719,,35.4693312,-83.31123687,Not Accessible,
270,270,270,270,50,Cherokee/Great Smokies KOA,92 Koa Campground Rd,Cherokee,NC,28719,6451,Mark,Jones,Manager,8284979711,Campgrounds,721211,721214,721211,712190,NA,Private,Swain,50,7370000,koa.com,1997,92 Koa Campground Rd Cherokee NC 28719,https://www.koa.com,35.53249495,-83.28351141,Accessible,https://www.koa.com
271,271,271,271,51,Cliffside Lake Recreation Area,13908 Highlands Rd,Highlands,NC,28741,NA,Stacey,Wiedrich,Other,8285265912,Campgrounds,721211,NA,NA,NA,NA,Private,Macon,2,345000,cfaia.org,2007,13908 Highlands Rd Highlands NC 28741,https://www.cfaia.org,35.04825881,-83.2227033,Accessible,https://www.cfaia.org
272,272,272,272,53,Craig's Log Cabin,91 US 19 N,Cherokee,NC,28719,NA,NA,NA,NA,8284979838,Campgrounds,721211,NA,NA,NA,NA,Private,Swain,2,295000,NA,1965,91 US 19 N Cherokee NC 28719,,35.47416698,-83.33163225,Not Accessible,
273,273,273,273,60,Daniel Boone Family Campground,7360 Nc 181,Morganton,NC,28655,8559,Scott,Wade,Owner,8284331200,Campgrounds,721211,NA,NA,NA,NA,Private,Burke,6,823000,NA,1984,7360 Nc 181 Morganton NC 28655,,35.74667846,-81.68970214,Not Accessible,
274,274,274,274,63,Down By the River Campground,292 River Campground Rd,Pineola,NC,28662,NA,Kim,Demetres,Office Manager,8287335057,Campgrounds,721211,NA,NA,NA,NA,Private,Avery,2,158000,downbytherivercampground.com,2004,292 River Campground Rd Pineola NC 28662,https://www.downbytherivercampground.com,36.0255182,-81.89534174,Accessible,https://www.downbytherivercampground.com
275,275,275,275,165,Nelson's Nantahala Hideaway,23797 US Highway 19,Topton,NC,28781,NA,Jimmy,Davis,Owner,8283214407,Campgrounds,721211,721199,721214,NA,NA,Private,Cherokee,1,173000,NA,1996,23797 US Highway 19 Topton NC 28781,,35.2394391,-83.7101074,Not Accessible,
276,276,276,276,174,Optimistic RV Resrt-Campground,6618 Nc 181,Morganton,NC,28655,9729,Christie,New,Manager,8284380550,Campgrounds,721211,NA,NA,NA,NA,Private,Burke,2,275000,rvparkstore.com,2004,6618 Nc 181 Morganton NC 28655,https://www.rvparkstore.com,35.74667846,-81.68970214,Accessible,https://www.rvparkstore.com
277,277,277,277,177,Osprey Nest Campground,6234 Piney Woods Rd,Fairfield,NC,27826,9100,Audrey,Simmons,Owner,2529264491,Campgrounds,721211,NA,NA,NA,NA,Private,Hyde,2,165000,visitnc.com,2006,6234 Piney Woods Rd Fairfield NC 27826,https://www.visitnc.com,35.54503112,-76.20600935,Accessible,https://www.visitnc.com
278,278,278,278,188,Price Park Campground,NA,Franklin,NC,28734,NA,NA,NA,NA,8289635911,Campgrounds,721211,NA,NA,NA,NA,Private,Macon,2,345000,NA,2017,NA Franklin NC 28734,,35.1823171,-83.3815429,Not Accessible,
279,279,279,279,200,River Valley Campground,2978 Big Cove Rd,Cherokee,NC,28719,NA,Myra,Cloer,Owner,8284973540,Campgrounds,721211,721214,NA,NA,NA,Private,Swain,3,443000,NA,1997,2978 Big Cove Rd Cherokee NC 28719,,35.50290511,-83.29648635,Not Accessible,
280,280,280,280,317,Wood Creek RV Park,2201 Sneads Ferry Rd,Sneads Ferry,NC,28460,NA,NA,NA,NA,9103270409,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Onslow,2,177000,woodcreekrv.com,2017,2201 Sneads Ferry Rd Sneads Ferry NC 28460,https://www.woodcreekrv.com,34.5528297,-77.41596565,Accessible,https://www.woodcreekrv.com
281,281,281,1,2,Andrews Ralph J Rec Park,Pine Creek Rd,Sylva,NC,28779,NA,David,Cope,Manager,8287433923,Campgrounds,721211,712190,NA,NA,NA,Private,Jackson,2,310000,rec.jacksonnc.org,1992,"814 Ralph J. Andrews Drive, Glenville, NC 28736",https://www.rec.jacksonnc.org,35.191816,-83.154568,Accessible,https://www.rec.jacksonnc.org
282,282,282,3,6,Asheville East KOA Holiday,2708 US 70 Hwy,Swannanoa,NC,28778,9126,Karel,Buice,Manager,8286863121,Campgrounds,721211,424720,721214,721211,712190,Private,Buncombe,8,2372000,koa.com,1999,2708 US 70 Hwy Swannanoa NC 28778,https://www.koa.com,35.601273,-82.374308,Accessible,https://www.koa.com
283,283,283,12,88,Greenfield Campground,120 Greenfield Cir # 2,West Jefferson,NC,28694,8073,Jeff,Howell,Manager,3362469106,Campgrounds,721211,NA,NA,NA,NA,Private,Ashe,2,175000,greenfieldcampgroundnc.com,1996,120 Greenfield Cir # 2 West Jefferson NC 28694,https://www.greenfieldcampgroundnc.com,36.386606,-81.479711,Not Accessible,
284,284,284,22,156,Mile High Campground,346 Balsam Mountain Rd,Cherokee,NC,28719,NA,NA,NA,NA,8282692945,Campgrounds,721211,NA,NA,NA,NA,Private,Swain,2,295000,milehighcampground.com,2013,346 Balsam Mountain Rd Cherokee NC 28719,https://www.milehighcampground.com,35.51391,-83.186176,Accessible,https://www.milehighcampground.com
285,285,285,31,224,Standing Indian Campground,2037 Stndg Ind Campgd Rd,Franklin,NC,28734,NA,Mark,Keslier,Manager,8283690442,Campgrounds,721211,NA,NA,NA,NA,Private,Macon,2,345000,recreation.gov,2015,2037 Stndg Ind Campgd Rd Franklin NC 28734,https://www.recreation.gov,35.075951,-83.52862,Accessible,https://www.recreation.gov
286,286,286,30,223,St Clair Landing Family,25028 N Carolina Highway 12,Rodanthe,NC,27968,NA,Irvin,Midgett,Owner,2529872850,Campgrounds,721211,NA,NA,NA,NA,Private,Dare,2,440000,NA,2005,25028 N Carolina Highway 12 Rodanthe NC 27968,,35.576298,-75.468469,Not Accessible,
287,287,287,6,18,Blackbeard's Campground,1 Blackbeards Park,Surf City,NC,28445,NA,Alvin,Batts,Owner,9103281206,Campgrounds,721211,NA,NA,NA,NA,Private,Onslow,2,170000,NA,2002,1 Blackbeards Park Surf City NC 28445,,34.43068,-77.54803,Not Accessible,
288,288,288,5,12,Badin Lake Group Camp,Kings Mountain Point Rd,Troy,NC,27371,NA,Theresa,Savery,Manager,9105766391,Campgrounds,721211,NA,NA,NA,NA,Private,Montgomery,2,159000,recreation.gov,2014,Kings Mountain Point Rd Troy NC 27371,https://www.recreation.gov,35.451394,-80.071335,Accessible,https://www.recreation.gov
289,289,289,21,154,Midgett's Campground LLC,23444 N Carolina Highway 1,Rodanthe,NC,27968,NA,Martha,Caldwell,Owner,2529872239,Campgrounds,721211,NA,NA,NA,NA,Private,Dare,1,220000,ww1.midgettscampground.com,2015,23444 N Carolina Highway 1 Rodanthe NC 27968,https://www.ww1.midgettscampground.com,35.598613,-75.46836,Not Accessible,
290,290,290,27,168,North Beach Campground,23781 N Carolina Highway 1,Rodanthe,NC,27968,NA,Virginia,O'Neal,Manager,2529872378,Campgrounds,721211,NA,NA,NA,NA,Private,Dare,5,1099000,northbeachcampground.com,1984,23781 N Carolina Highway 1 Rodanthe NC 27968,https://www.northbeachcampground.com,35.593978,-75.465736,Accessible,https://www.northbeachcampground.com
291,291,291,33,267,Bandb RV Park,5001 Boston Rd,Roxboro,NC,27574,5453,NA,NA,NA,3365981144,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Person,2,288000,bandbcountryrvpark.com,2023,5001 Boston Rd Roxboro NC 27574,https://www.bandbcountryrvpark.com,36.448259,-78.934732,Accessible,https://www.bandbcountryrvpark.com
292,292,292,17,142,Linville Falls Campground,Blueridge Pkwy,Linville Falls,NC,28647,NA,NA,NA,NA,8287657818,Campgrounds,721211,NA,NA,NA,NA,Private,Burke,2,275000,NA,2004,Blueridge Pkwy Linville Falls NC 28647,,35.956125,-81.952597,Not Accessible,
293,293,293,13,115,Hound's Gateway Campground-Fun,114 Raven Easement Cir,Kings Mountain,NC,28086,NA,NA,NA,NA,7047394474,Campgrounds,721211,NA,NA,NA,NA,Private,Cleveland,2,192000,houndsgatewaycampground.com,2012,114 Raven Easement Cir Kings Mountain NC 28086,https://www.houndsgatewaycampground.com,35.22432,-81.358881,Accessible,https://www.houndsgatewaycampground.com
294,294,294,29,222,Springhill Park,110 Coachman Rd # 1A,Chapel Hill,NC,27516,7219,Kevin,Ray,Owner,9199674268,Campgrounds,721211,531190,NA,NA,NA,Private,Orange,1,113000,springhillpark.com,2000,110 Coachman Rd # 1A Chapel Hill NC 27516,https://www.springhillpark.com,35.900262,-79.169931,Accessible,https://www.springhillpark.com
295,295,295,32,250,Whispering Pines Campground,25 Whispering Pnes,Newport,NC,28570,18,Brenda,Upchurch,Manager,2527264902,Campgrounds,721211,NA,NA,NA,NA,Private,Carteret,4,931000,rvonthego.com,2008,25 Whispering Pnes Newport NC 28570,https://www.rvonthego.com,34.72475,-76.929264,Accessible,https://www.rvonthego.com
296,296,296,28,172,Ocean Waves Campground,25313 Highway 12,Waves,NC,27982,NA,Clyde,Bullock Jr,President,2529872556,Campgrounds,721211,NA,NA,NA,NA,Private,Dare,4,880000,oceanwavescampground.com,1986,25313 Highway 12 Waves NC 27982,https://www.oceanwavescampground.com,35.571552,-75.465535,Accessible,https://www.oceanwavescampground.com
297,297,297,8,25,Brunswick Beaches Campground,7200 Brunswick Beaches Dr SW,Sunset Beach,NC,28468,1201,Tommy,Brabsher,Owner,9105797562,Campgrounds,721211,721211,NA,NA,NA,Private,Brunswick,10,937000,roadville.com,2004,7200 Brunswick Beaches Dr SW Sunset Beach NC 28468,https://www.roadville.com,33.935482,-78.507238,Accessible,https://www.roadville.com
298,298,298,2,4,Apple Valley Travel Park,1 Apple Orchard Rd,Hendersonville,NC,28792,7610,David,Freeman,Manager,8286858000,Campgrounds,721211,NA,NA,NA,NA,Private,Henderson,2,456000,applevalleytravelpark.com,1984,1 Apple Orchard Rd Hendersonville NC 28792,https://www.applevalleytravelpark.com,35.360975,-82.419717,Accessible,https://www.applevalleytravelpark.com
299,299,299,4,8,Asheville River Cabins,318 Wanderlust Rdg,Arden,NC,28704,1448,NA,NA,NA,8286849147,Campgrounds,721211,NA,NA,NA,NA,Private,Buncombe,2,593000,NA,2023,318 Wanderlust Rdg Arden NC 28704,,35.491305,-82.571533,Not Accessible,
300,300,300,7,22,Blue Ridge Vista Campground,2900 Race Track St,Morganton,NC,28655,5963,NA,NA,NA,8288386193,Campgrounds,721211,NA,NA,NA,NA,Private,Burke,2,189000,NA,2022,2900 Race Track St Morganton NC 28655,,35.830294,-81.621893,Not Accessible,
301,301,301,9,33,Camp Hatteras,24798 North Carolina Highway 1,Rodanthe,NC,27968,NA,NA,NA,NA,2529872777,Campgrounds,721211,NA,NA,NA,NA,Private,Dare,2,440000,camphatteras.com,2022,24798 North Carolina Highway 1 Rodanthe NC 27968,https://www.camphatteras.com,35.583532,-75.468409,Accessible,https://www.camphatteras.com
303,303,303,14,131,Lake Junaluska Assembly,50 Camp Adventure Dr,Lake Junaluska,NC,28745,NA,Larry,Ousley,Exec Director,8284525887,Campgrounds,721211,721214,NA,NA,NA,Private,Haywood,6,767000,NA,2004,50 Camp Adventure Dr Lake Junaluska NC 28745,,35.522595,-82.9823,Not Accessible,
304,304,304,15,136,Last Chance Campground LLC,1 Last Chance Cir,Hallsboro,NC,28442,NA,Mike,Butts,Owner,9107700746,Campgrounds,721211,NA,NA,NA,NA,Private,Columbus,1,83000,NA,2011,1 Last Chance Cir Hallsboro NC 28442,,34.292935,-78.563076,Not Accessible,
305,305,305,16,139,Lazy J Campground,1237 Parkway Rd,Rosman,NC,28772,9630,Jimmie,Owen,Owner,8289663834,Campgrounds,721211,NA,NA,NA,NA,Private,Transylvania,2,337000,lazyjcampground.com,2002,1237 Parkway Rd Rosman NC 28772,https://www.lazyjcampground.com,35.156658,-82.832875,Accessible,https://www.lazyjcampground.com
306,306,306,18,143,Linville Falls Campground RV,717 Gurney Franklin Rd,Linville Falls,NC,28647,NA,James,Wood,Owner,8287652681,Campgrounds,721211,NA,NA,NA,NA,Private,Burke,2,275000,linvillefalls.com,2006,717 Gurney Franklin Rd Linville Falls NC 28647,https://www.linvillefalls.com,35.956162,-81.951942,Accessible,https://www.linvillefalls.com
307,307,307,19,150,Manning RV Campsite,2859 Sunny Side Rd,Greenville,NC,27834,5852,NA,NA,NA,2523414241,Campgrounds,721211,NA,NA,NA,NA,Private,Pitt,2,208000,manningrvcampground.com,2016,2859 Sunny Side Rd Greenville NC 27834,https://www.manningrvcampground.com,35.613916,-77.269927,Accessible,https://www.manningrvcampground.com
308,308,308,20,152,Mckenzie Grove Campground Inc,1984 Shiloh Church Rd,Claremont,NC,28610,NA,David,Rankin,Manager,8280001111,Campgrounds,721211,813319,NA,NA,NA,Private,Catawba,2,138000,NA,2021,1984 Shiloh Church Rd Claremont NC 28610,,35.675503,-81.103125,Not Accessible,
309,309,309,23,157,Miller's Campground,33 Campground Rd,Laurel Springs,NC,28644,9207,NA,NA,NA,3363592828,Campgrounds,721211,NA,NA,NA,NA,Private,Alleghany,2,145000,millerscamping.com,1969,33 Campground Rd Laurel Springs NC 28644,https://www.millerscamping.com,35.591211,-82.49611,Accessible,https://www.millerscamping.com
310,310,310,24,158,Moonshine Creek Campground,2486 Dark Ridge Rd,Sylva,NC,28779,NA,Jim,Calderbank,Owner,8285866666,Campgrounds,721211,NA,NA,NA,NA,Private,Jackson,6,929000,NA,1998,2486 Dark Ridge Rd Sylva NC 28779,,35.4184595,-83.0985334,Not Accessible,
311,311,311,25,161,Mountain Stream RV Park,6954 Buck Creek Rd,Marion,NC,28752,5827,Ron,Johnston,Owner,8287249013,Campgrounds,721211,721211,713940,712190,NA,Private,McDowell,2,415000,mountainstreamrvpark.com,1987,6954 Buck Creek Rd Marion NC 28752,https://www.mountainstreamrvpark.com,35.738666,-82.133154,Not Accessible,
312,312,312,26,163,Murphy/Peace Vly KOA Holiday,117 Happy Valley Rd,Marble,NC,28905,8593,Darlene,Witting,Manager,8288376223,Campgrounds,721211,721214,721211,712190,NA,Private,Cherokee,1,208000,koa.com,2012,117 Happy Valley Rd Marble NC 28905,https://www.koa.com,35.123348,-83.990609,Accessible,https://www.koa.com
314,314,314,36,283,Franklin RV Park & Campground,230 Old Addington Bridge Rd,Franklin,NC,28734,9285,Bob,Mills,Owner,8283496200,Recreational Vehicle Parks,721211,721211,NA,NA,NA,Private,Macon,2,345000,franklinrvpark.com,2011,230 Old Addington Bridge Rd Franklin NC 28734,https://www.franklinrvpark.com,35.123307,-83.395929,Accessible,https://www.franklinrvpark.com
315,315,315,37,309,Tuckasegee RV Resort,78 Wilmont Rd,Whittier,NC,28789,8413,Miranda,Smith,Owner,8284973598,Recreational Vehicle Parks,721211,NA,NA,NA,NA,Private,Jackson,2,310000,tuckaseegeervresort.com,2011,78 Wilmont Rd Whittier NC 28789,https://www.tuckaseegeervresort.com,35.403382,-83.313697,Accessible,https://www.tuckaseegeervresort.com
